Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ025W,11.490.000đ,"I3-1315U 2 GHz (10MB cache, up to 4.5 GHz, 6 lõi/8 luồng)",8GB,Intel UHD Graphics,SSD 256GB M.2 NVMe PCIe 4.0,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz025w.html
Laptop Asus VivoBook S 14 Flip TP3402VA-LZ031W,18.890.000đ,"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz031w.html
Laptop Asus TUF Gaming A15 FA507RC-HN051W,22.990.000đ,"Bộ xử lý di động AMD Ryzen™ 7 6800H (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",8GB,NVIDIA® GeForce RTX™ 3050 4GB GDDR6  AMD Radeon™ Navi2 Graphics,512 GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rc-hn051w.html
Laptop ASUS VivoBook 15X OLED S3504VA-L1226W,18.490.000đ,"Intel Core I5-1340P (12MB Cache, 1.9 GHz up to 4.6 GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1226w.html
Laptop ASUS VivoBook X1502ZA-BQ127W,13.990.000đ,Intel Core i5-1240P,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x1502za-bq127w.html
Laptop ASUS Gaming ROG Strix G15 G513RM-HQ055W,32.490.000đ,AMD Ryzen 7 6800H,16GB,NVIDIA GeForce RTX 3060 6GB GDDR6,512GB M.2 NVMe™ PCIe® 4.0 SSD (2 slots),15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513rm-hq055w.html
Laptop ASUS TUF Gaming FX506LI-HN039T,19.990.000đ,Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,8GB,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel® UHD Graphics,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506li.html
Laptop ASUS VivoBook M513UA-L1221T,18.090.000đ,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,8GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html
Laptop Asus Zenbook UX425EA KI749,19.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki749w.html
Laptop ASUS Vivobook 15X OLED M1503QA-L1044W,16.790.000đ,AMD Ryzen™ 7 5800H Mobile Processor,8GB,AMD Radeon™ Graphics,512GB SSD1 khe M2 trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m1503qa-l1044w.html
Laptop ASUS Gaming ROG Strix G17 G713RM-LL016W,37.990.000đ,AMD Ryzen 7 6800H,16GB,NVIDIA GeForce RTX 3060 Laptop GPU,512GB M.2 NVMe™ PCIe® 4.0 SSD,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713rm-ll016w.html
Laptop ASUS Vivobook Pro M6500QC-MA002W,21.390.000đ,AMD Ryzen™ 5 5600H Mobile Processor,16GB,NVIDIA® GeForce® RTX™ 3050 Laptop GPU,512GB SSD,15.6 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m6500qc-ma002w.html
Laptop ASUS Vivobook 14X M1403QA-LY023W,14.990.000đ,AMD Ryzen™ 5 5600H Mobile Processor,8GB,AMD Radeon™ Vega 7 Graphics,512GB SSD,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-m1403qa-ly023w.html
Laptop Asus Gaming Tuf FX506HCB HN144W,20.490.000đ,Intel® Core™ i5-11400H,8GB,NVIDIA® GeForce RTX™ 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506hcb-hn144w.html
Laptop ASUS TUF Gaming FX706HC-HX003T,25.690.000đ,"Intel® i5-11400H Gen 11th (2.7GHz upto 4.5GHz, 6 Cores, 12 Threads, 12MB Cache, FSB 8GT/s)",8GB,NVIDIA® GeForce RTX™ 3050 4GB,SSD 512GB M.2 PCIe (2 slot SSD M.2),17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx706hc-hx003t.html
Laptop ASUS TUF Dash F15 FX517ZM-HN480W,22.990.000đ,Intel® Core™ i7-12650H,8GB,NVIDIA® GeForce RTX™ 3060 6GB GDDR6,512GB SSD + 1 khe trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517zm-hn480w.html
Laptop ASUS TUF Dash F15 FX516PC-HN001T,23.490.000đ,"Intel Core i7-11370H, upto 4.80 GHz, 4 nhân 8 luồng, 12MB Cache",8GB,NVIDIA® GeForce RTX™3050 4GB + Intel Iris Xe Graphics,SSD 512GB M.2 NVMe PCIe 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx516pc-hn001t.html
Laptop Asus Vivobook Pro M3401QA KM006W,15.990.000đ,AMD Ryzen 5 - 5600H,8GB,AMD Radeon Graphics,512 GB SSD NVMe PCIe,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km006w.html
Laptop ASUS VivoBook Pro M3401QA-KM040T,20.290.000đ,"AMD Ryzen R7-5800H Processor, Tối đa 4.40 GHz, 16 MB Cache",8GB,AMD Radeon™ Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3401qa-km040t.html
Laptop ASUS TUF Gaming F15 FX507ZC-HN124W,24.390.000đ,Intel Core i7-12700H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc-hn124w.html
Laptop ASUS TUF Gaming A15 FA507RM-HN018W,28.990.000đ,AMD Ryzen 7 6800H,8GB,NVIDIA GeForce RTX 3060,512GB M.2 NVMe™ PCIe® 3.0 SSDCòn trồng 1 khe M2 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rm-hn018w.html
Laptop ASUS Gaming ROG Zephyrus G14 GA402NJ-L4056W,27.990.000đ,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 3050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga402nj-l4056w.html
Laptop Asus S533EQ - BQ429W,23.990.000đ,"Intel® Core™ i7-1165G7 (upto 4.70 GHz, 12MB)",16GB,NVIDIA® GeForce® MX350 2GB GDDR5,512 GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-s533eq-bq429w.html
Laptop Asus VivoBook Pro X515EA-BQ3015W,15.190.000đ,"Intel Core i7-1165G7 2.8 GHz (12M Cache, up to 4.7 GHz, 4 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq3015w.html
Laptop ASUS TUF Dash F15 FX517ZE-HN045W,18.990.000đ,Intel Core i5-12450H 3.3GHz up to 4.4GHz 12MB,8GB,NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU,512GB SSD M.2 NVMe™ PCIe® 3.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517ze-hn045w.html
Laptop ASUS ExpertBook B5 Flip B5302FEA-LG0557T,23.090.000đ,"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,Intel Iris Xᵉ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-flip-b5302fea-lg0557t.html
Laptop Asus Vivobook S15 S530UA-BQ072T,12.990.000đ,Intel Core i3 8130U 2.2 GHz,,Intel UHD Graphics 620,"HDD: 1TB 5400rpm, x1 slot SSD M.2 SATA",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s530ua-bq072t.html
Laptop Asus TUF Gaming A15 FA507NU-LP031W,23.490.000đ,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nu-lp031w.html
Laptop ASUS Vivobook Pro M3500QC L1388W,23.790.000đ,Ryzen R5-5600H,16GB,RTX 3050 4GB,512 GB SSD NVMe PCIe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1388w.html
Laptop ASUS TUF Gaming FX516PE-HN005T,27.590.000đ,Intel Core i7 11370H,8GB,Geforce RTX 3050Ti 4GB,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx516pe-hn005t.html
Laptop Asus Vivobook M7400QC KM013W,21.990.000đ,AMD Ryzen 5-5600H,16GB,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html
Laptop ASUS TUF Gaming F15 FX507VV4-LP382W,32.490.000đ,"Intel Core i9-13900H 2.6 GHz (24M Cache, up to 5.4 GHz, 14 lõi: 6 P / 8 E)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv4-lp382w.html
Laptop Asus Zenbook 14X UM5401QA KN209W,18.990.000đ,AMD Ryzen 5-5600H,8GB,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,,,,,https://cellphones.com.vn/laptop-asus-zenbook-14x-um5401qa-kn209w.html
Laptop ASUS VivoBook A515EP-BQ498T,14.990.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,NVIDIA® GeForce® MX330 2GB GDDR5,512GB PCIe® Gen3 x2 SSD M.2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ep-bq498t.html
Laptop ASUS ROG Strix G15 G513RC-HN090W,26.990.000đ,AMD Ryzen 7 6800H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB SSD M.2 PCIe Gen 4.0   1 khe SSD M.2 PCIe Gen 4.0,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513rc-hn090w.html
Laptop Asus Vivobook Pro 14X OLED N7401ZE-M9028W,Liên hệ để báo giá,"Intel Core i7-12700H 2.3 GHz (24M Cache, up to 4.7 GHz, 6P + 8E cores)",16GB,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6  Intel Iris Plus Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14.5 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-14x-oled-n7401ze-m9028w.html
Laptop ASUS Vivobook 14 X1402ZA-EK084W,11.990.000đ,"Intel Core I5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P + 8E cores)",8GB,Intel Iris Xe Graphics,256GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-ek084w.html
Laptop ASUS VivoBook 14 A415EA-EB557T,14.790.000đ,"Intel Core i3-1115G4, tốc độ 3.00GHz tối đa 4.10GHz, 2 nhân 4 luồng, 6MB  bộ nhớ đệm",8GB,Intel UHD Graphics,256GB SSD M.2 NVMe PCIe 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-a415ea-i3-ssd-256gb.html
Laptop ASUS VivoBook 15 A515EA,14.290.000đ,"Intel® Core™ i3-1115G4, up to 4.1 GHz, 2 cores 4 threads, 6MB Cache",4GB,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea-i3-ram-4gb.html
Laptop ASUS ROG Flow X13 GV301QC-K6052T,37.090.000đ,AMD Ryzen 9 5900HS 3.3GHz up to 4.6GHz 16MB,16GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 NVMe PCIe,13.4 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6052t.html
Laptop ASUS ExpertBook B1 B1502CBA-NJ1261W,9.190.000đ,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",8GB,Intel UHD Graphics,256GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1502cba-nj1261w.html
Laptop ASUS ROG Strix SCAR 16 G635LW-RW175W,117.990.000đ,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",64GB,"NVIDIA GeForce RTX 5080 16GB GDDR7 ROG Boost: 1550MHz* at 175W (1500MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost) Intel UHD Graphics",2TB + 2TB PCIe 4.0 NVMe M.2 Performance SSD (RAID 0),16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-16-g635lw-rw175w.html
Laptop ASUS VivoBook X515EP-EJ268T,14.990.000đ,Core i5 1135G7 2.4Ghz-8Mb,8GB,NVIDIA GeForce MX330-2GB GDDR5,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ep-ej268t.html
Laptop Asus Gaming Rog Zenphyrus G14 Ga401QH K2091W,24.490.000đ,AMD Ryzen 7 5800HS,8GB,NVIDIA GeForce GTX 1650 4 GB,512 GB SSD NVMe M.2 PCIe Gen 3 x 4,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qh-k2091w.html
Laptop Asus TUF Gaming F15 FX507ZU4-LP520W,25.090.000đ,"Intel Core i7-12700H 2.3 GHz (24M Cache, up to 4.7 GHz, 14 lõi: 6 P / 8 E)",8GB,NVIDIA GeForce RTX 4050 6GB GDDR6  Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zu4-lp520w.html
Laptop ASUS Gaming ROG Zephyrus G14 GA403UV-QS091W,49.990.000đ,"AMD Ryzen 9 8945HS 4GHz (24MB Cache, up to 5.2 GHz, 8 lõi, 16 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs)AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga403uv-qs091w.html
Laptop Asus Zenbook 14X UM5401QA-KN053W,Liên hệ để báo giá,AMD Ryzen 5 5500U,8GB,AMD Radeon Graphics,512GB SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14x-um5401qa-kn053w.html
Laptop ASUS Zephyrus Duo 15 SE GX551QR-HB120T,80.590.000đ,AMD Ryzen 9 5980HX 3.3GHz up to 4.8GHz 16MB,32GB,NVIDIA® GeForce RTX™ 3070 8GB,1TB M.2 NVMe PCIe 3.0 Performance (Còn trống 1 khe SSD M.2 PCIE/Sata3),15.6 inches,3840 x 2160 pixels,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-hb120t.html
Laptop Asus Rog Strix G15 G513RC HN038W,24.990.000đ,AMD Ryzen 7 6800H,8GB,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,512GB SSD PCIE G4X4 (2 khe),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513rc-hn038w.html
Laptop Asus Expertbook B1400CEAE-EB3182W,14.990.000đ,"Intel Core i5-1135G7 (8MB, up to 4.20GHz)",8GB,Intel Iris Xe Graphics,SSD 512GB M.2 NVMe PCIe 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1400ceae-eb3182w.html
Laptop Asus Zenbook 14 UX3402ZA KM218W,20.490.000đ,"Intel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P + 8E cores)  Intel® Evo™ Platform",8GB,Intel® Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km218w.html
Laptop ASUS Vivobook 15X A1503ZA-L1421W,16.490.000đ,Intel® Core™ i5-12500H,8GB,Intel® UHD Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-a1503za-l1421w.html
Laptop ASUS VivoBook 14 A415EA-EB360T,18.290.000đ,Intel Core i5-1135G7 0.9GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-a415ea.html
Laptop ASUS Gaming ROG Strix G15 G513QC-HN015T,26.590.000đ,"AMD Ryzen 7-5800H, 3.20GHz up to 4.4GHz, 8 cores 16 threads",8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513qc-hn015t.html
Laptop Gaming ASUS ROG Zephyrus GA401IHR-HZ009T,26.090.000đ,AMD Ryzen 7 4800HS 2.9GHz up to 4.2GHz 8MB,8GB,"NVIDIA GeForce® GTX 1650 4GB GDDR6 (Boost Clock: 1615MHz, 50W)",512GB SSD PCIE G3X4,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-ga401ihr-hz009t.html
Laptop ASUS Zenbook UX333FA-A4118T,Liên hệ để báo giá,Intel Core i5-8265U 1.6GHz up to 3.9GHz 6MB,,Intel UHD Graphics 620,512GB SSD M.2 PCIE G3X2,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-ux333fa-a4118t-i5-8265u-ram-8gb-ssd-512gb-13-3fhd-inch.html
Laptop Asus Expertbook B5302CEA-L50916W,15.490.000đ,"Intel Core™ i5-1135G7 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSDTrống 1 khe M.2 2280 PCIe 3.0x4,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5302cea-l50916w.html
